pick,ev,rib_low,rib_high,pos_group,era
34,13.2,5.959969999999999,20.44003,EDGE,2016–2024
36,13.2,5.959969999999999,20.44003,EDGE,2016–2024
38,10.0,2.75997,17.24003,EDGE,2016–2024
39,10.0,2.75997,17.24003,EDGE,2016–2024
41,10.0,2.75997,17.24003,EDGE,2016–2024
42,10.0,2.75997,17.24003,EDGE,2016–2024
44,9.6,2.35997,16.84003,EDGE,2016–2024
46,9.6,2.35997,16.84003,EDGE,2016–2024
47,9.6,2.35997,16.84003,EDGE,2016–2024
48,9.6,2.35997,16.84003,EDGE,2016–2024
49,9.6,2.35997,16.84003,EDGE,2016–2024
50,9.6,2.35997,16.84003,EDGE,2016–2024
51,9.6,2.35997,16.84003,EDGE,2016–2024
52,9.6,2.35997,16.84003,EDGE,2016–2024
53,9.6,2.35997,16.84003,EDGE,2016–2024
54,9.6,2.35997,16.84003,EDGE,2016–2024
59,9.6,2.35997,16.84003,EDGE,2016–2024
64,9.6,2.35997,16.84003,EDGE,2016–2024
65,9.6,2.35997,16.84003,EDGE,2016–2024
66,9.6,2.35997,16.84003,EDGE,2016–2024
67,9.6,2.35997,16.84003,EDGE,2016–2024
68,9.6,2.35997,16.84003,EDGE,2016–2024
69,9.6,2.35997,16.84003,EDGE,2016–2024
70,9.6,2.35997,16.84003,EDGE,2016–2024
73,9.6,2.35997,16.84003,EDGE,2016–2024
74,9.6,2.35997,16.84003,EDGE,2016–2024
75,7.166666666666667,-0.073363333333333,14.406696666666669,EDGE,2016–2024
77,7.166666666666667,-0.073363333333333,14.406696666666669,EDGE,2016–2024
78,6.928571428571429,-0.3114585714285711,14.168601428571428,EDGE,2016–2024
79,6.928571428571429,-0.3114585714285711,14.168601428571428,EDGE,2016–2024
80,6.928571428571429,-0.3114585714285711,14.168601428571428,EDGE,2016–2024
83,6.928571428571429,-0.3114585714285711,14.168601428571428,EDGE,2016–2024
85,6.928571428571429,-0.3114585714285711,14.168601428571428,EDGE,2016–2024
87,6.928571428571429,-0.3114585714285711,14.168601428571428,EDGE,2016–2024
88,6.928571428571429,-0.3114585714285711,14.168601428571428,EDGE,2016–2024
90,4.4,-2.84003,11.64003,EDGE,2016–2024
95,4.4,-2.84003,11.64003,EDGE,2016–2024
96,4.4,-2.84003,11.64003,EDGE,2016–2024
100,4.4,-2.84003,11.64003,EDGE,2016–2024
103,4.4,-2.84003,11.64003,EDGE,2016–2024
2,49.0,40.310316666666665,57.689683333333335,IDL,2006–2015
3,36.0,27.310316666666665,44.689683333333335,IDL,2006–2015
5,29.73809523809524,21.048411904761902,38.427778571428576,IDL,2006–2015
7,29.73809523809524,21.048411904761902,38.427778571428576,IDL,2006–2015
9,29.73809523809524,21.048411904761902,38.427778571428576,IDL,2006–2015
10,29.73809523809524,21.048411904761902,38.427778571428576,IDL,2006–2015
11,29.73809523809524,21.048411904761902,38.427778571428576,IDL,2006–2015
12,29.73809523809524,21.048411904761902,38.427778571428576,IDL,2006–2015
13,29.73809523809524,21.048411904761902,38.427778571428576,IDL,2006–2015
14,26.666666666666668,17.976983333333333,35.356350000000006,IDL,2006–2015
16,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
17,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
18,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
21,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
23,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
24,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
26,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
28,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
29,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
30,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
32,17.318181818181817,8.628498484848482,26.00786515151515,IDL,2006–2015
33,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
35,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
36,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
37,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
39,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
40,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
41,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
44,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
46,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
47,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
48,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
49,15.583333333333334,6.893649999999999,24.27301666666667,IDL,2006–2015
51,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
52,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
53,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
54,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
56,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
57,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
62,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
65,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
67,11.72222222222222,3.0325388888888867,20.41190555555556,IDL,2006–2015
68,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
72,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
73,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
74,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
77,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
81,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
82,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
83,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
85,11.27777777777778,2.588094444444444,19.967461111111117,IDL,2006–2015
87,9.0,0.3103166666666652,17.689683333333335,IDL,2006–2015
90,9.0,0.3103166666666652,17.689683333333335,IDL,2006–2015
91,9.0,0.3103166666666652,17.689683333333335,IDL,2006–2015
93,9.0,0.3103166666666652,17.689683333333335,IDL,2006–2015
94,9.0,0.3103166666666652,17.689683333333335,IDL,2006–2015
96,4.5,-4.189683333333335,13.189683333333337,IDL,2006–2015
97,4.5,-4.189683333333335,13.189683333333337,IDL,2006–2015
98,1.0,-7.689683333333335,9.689683333333337,IDL,2006–2015
3,13.5,7.453653076923076,19.546346923076925,IDL,2016–2024
7,13.5,7.453653076923076,19.546346923076925,IDL,2016–2024
9,13.5,7.453653076923076,19.546346923076925,IDL,2016–2024
12,13.5,7.453653076923076,19.546346923076925,IDL,2016–2024
13,13.5,7.453653076923076,19.546346923076925,IDL,2016–2024
14,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
17,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
18,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
19,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
21,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
27,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
28,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
29,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
30,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
37,12.8,6.753653076923077,18.84634692307693,IDL,2016–2024
38,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
40,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
41,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
43,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
46,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
49,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
55,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
56,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
57,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
58,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
63,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
65,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
67,12.538461538461538,6.492114615384614,18.58480846153846,IDL,2016–2024
69,10.0,3.953653076923076,16.046346923076925,IDL,2016–2024
71,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
72,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
73,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
75,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
79,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
80,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
82,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
84,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
88,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
89,7.616666666666667,1.5703197435897431,13.663013589743592,IDL,2016–2024
90,2.75,-3.296346923076924,8.796346923076925,IDL,2016–2024
93,2.75,-3.296346923076924,8.796346923076925,IDL,2016–2024
95,2.1666666666666665,-3.8796802564102575,8.213013589743591,IDL,2016–2024
96,2.1666666666666665,-3.8796802564102575,8.213013589743591,IDL,2016–2024
102,2.1666666666666665,-3.8796802564102575,8.213013589743591,IDL,2016–2024
2,47.0,35.749228125,58.250771875,OFF-LB,2006–2015
4,30.892857142857142,19.642085267857148,42.14362901785714,OFF-LB,2006–2015
5,30.892857142857142,19.642085267857148,42.14362901785714,OFF-LB,2006–2015
6,30.892857142857142,19.642085267857148,42.14362901785714,OFF-LB,2006–2015
8,30.892857142857142,19.642085267857148,42.14362901785714,OFF-LB,2006–2015
9,30.892857142857142,19.642085267857148,42.14362901785714,OFF-LB,2006–2015
10,30.892857142857142,19.642085267857148,42.14362901785714,OFF-LB,2006–2015
11,30.892857142857142,19.642085267857148,42.14362901785714,OFF-LB,2006–2015
13,27.5,16.249228125000002,38.750771875,OFF-LB,2006–2015
15,27.5,16.249228125000002,38.750771875,OFF-LB,2006–2015
16,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
17,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
18,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
19,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
23,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
25,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
26,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
30,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
31,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
33,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
34,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
35,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
37,23.346153846153847,12.09538197115385,34.596925721153845,OFF-LB,2006–2015
38,22.010416666666664,10.759644791666668,33.26118854166666,OFF-LB,2006–2015
39,22.010416666666664,10.759644791666668,33.26118854166666,OFF-LB,2006–2015
40,22.010416666666664,10.759644791666668,33.26118854166666,OFF-LB,2006–2015
42,22.010416666666664,10.759644791666668,33.26118854166666,OFF-LB,2006–2015
43,22.010416666666664,10.759644791666668,33.26118854166666,OFF-LB,2006–2015
45,22.010416666666664,10.759644791666668,33.26118854166666,OFF-LB,2006–2015
46,22.010416666666664,10.759644791666668,33.26118854166666,OFF-LB,2006–2015
47,22.010416666666664,10.759644791666668,33.26118854166666,OFF-LB,2006–2015
48,17.5,6.249228125000004,28.750771875,OFF-LB,2006–2015
50,15.666666666666666,4.41589479166667,26.917438541666662,OFF-LB,2006–2015
52,15.666666666666666,4.41589479166667,26.917438541666662,OFF-LB,2006–2015
53,15.666666666666666,4.41589479166667,26.917438541666662,OFF-LB,2006–2015
55,15.666666666666666,4.41589479166667,26.917438541666662,OFF-LB,2006–2015
56,15.666666666666666,4.41589479166667,26.917438541666662,OFF-LB,2006–2015
58,15.666666666666666,4.41589479166667,26.917438541666662,OFF-LB,2006–2015
61,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
62,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
63,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
64,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
66,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
67,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
68,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
69,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
70,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
71,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
72,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
73,14.833333333333334,3.5825614583333376,26.08410520833333,OFF-LB,2006–2015
74,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
76,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
77,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
78,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
79,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
80,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
84,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
86,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
87,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
88,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
91,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
92,14.638888888888888,3.388117013888891,25.889660763888884,OFF-LB,2006–2015
93,14.0,2.749228125000004,25.250771875,OFF-LB,2006–2015
94,14.0,2.749228125000004,25.250771875,OFF-LB,2006–2015
96,4.0,-7.250771874999996,15.250771874999996,OFF-LB,2006–2015
97,2.0,-9.250771874999996,13.250771874999996,OFF-LB,2006–2015
99,1.0,-10.250771874999996,12.250771874999996,OFF-LB,2006–2015
5,25.0,19.300226666666667,30.699773333333333,OFF-LB,2016–2024
8,18.5,12.800226666666669,24.199773333333333,OFF-LB,2016–2024
10,13.642857142857142,7.943083809523808,19.342630476190475,OFF-LB,2016–2024
12,13.642857142857142,7.943083809523808,19.342630476190475,OFF-LB,2016–2024
13,13.642857142857142,7.943083809523808,19.342630476190475,OFF-LB,2016–2024
16,13.642857142857142,7.943083809523808,19.342630476190475,OFF-LB,2016–2024
19,13.642857142857142,7.943083809523808,19.342630476190475,OFF-LB,2016–2024
21,13.642857142857142,7.943083809523808,19.342630476190475,OFF-LB,2016–2024
22,13.642857142857142,7.943083809523808,19.342630476190475,OFF-LB,2016–2024
23,10.0,4.300226666666666,15.699773333333331,OFF-LB,2016–2024
27,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
28,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
31,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
41,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
43,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
49,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
52,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
54,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
57,9.444444444444445,3.744671111111111,15.14421777777778,OFF-LB,2016–2024
58,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
60,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
63,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
65,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
68,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
72,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
74,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
75,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
76,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
78,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
80,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
84,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
87,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
88,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
89,4.6,-1.0997733333333342,10.299773333333334,OFF-LB,2016–2024
92,1.5714285714285714,-4.128344761904763,7.271201904761905,OFF-LB,2016–2024
97,1.5714285714285714,-4.128344761904763,7.271201904761905,OFF-LB,2016–2024
98,1.5714285714285714,-4.128344761904763,7.271201904761905,OFF-LB,2016–2024
102,1.5714285714285714,-4.128344761904763,7.271201904761905,OFF-LB,2016–2024
103,1.5714285714285714,-4.128344761904763,7.271201904761905,OFF-LB,2016–2024
105,1.5714285714285714,-4.128344761904763,7.271201904761905,OFF-LB,2016–2024
107,1.5714285714285714,-4.128344761904763,7.271201904761905,OFF-LB,2016–2024
1,36.5,27.499279541666663,45.50072045833333,OL,2006–2015
2,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
3,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
4,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
5,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
6,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
7,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
8,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
9,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
10,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
11,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
12,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
13,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
14,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
15,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
16,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
17,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
18,29.26960784313725,20.268887384803914,38.270328301470585,OL,2006–2015
19,27.75,18.749279541666663,36.75072045833333,OL,2006–2015
20,27.75,18.749279541666663,36.75072045833333,OL,2006–2015
21,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
22,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
23,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
24,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
25,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
26,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
27,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
28,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
29,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
31,27.186666666666667,18.18594620833333,36.187387125,OL,2006–2015
32,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
33,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
34,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
35,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
37,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
39,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
40,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
41,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
42,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
43,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
44,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
45,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
46,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
47,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
48,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
49,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
50,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
51,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
53,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
54,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
55,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
56,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
57,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
58,23.204861111111104,14.204140652777768,32.20558156944444,OL,2006–2015
59,21.866666666666667,12.86594620833333,30.867387125000004,OL,2006–2015
60,21.866666666666667,12.86594620833333,30.867387125000004,OL,2006–2015
61,20.166666666666668,11.165946208333333,29.167387125000005,OL,2006–2015
63,20.166666666666668,11.165946208333333,29.167387125000005,OL,2006–2015
64,20.166666666666668,11.165946208333333,29.167387125000005,OL,2006–2015
65,15.425925925925927,6.425205467592591,24.426646384259264,OL,2006–2015
66,15.425925925925927,6.425205467592591,24.426646384259264,OL,2006–2015
67,15.425925925925927,6.425205467592591,24.426646384259264,OL,2006–2015
68,15.425925925925927,6.425205467592591,24.426646384259264,OL,2006–2015
69,15.425925925925927,6.425205467592591,24.426646384259264,OL,2006–2015
