player_name,draft_year,team,pick,pos_group,av_y1_4,apy_m,roi,surplus,cluster
Mario Williams,2006,HOU,1,EDGE,38.0,9.0,4.222222222222222,4.0,2
Kamerion Wimbley,2006,CLE,13,EDGE,27.0,2.091875,12.907080968031073,2.3999999999999986,3
Tamba Hali,2006,KAN,20,EDGE,31.0,1.9,16.315789473684212,12.427083333333336,0
Manny Lawson,2006,SFO,22,EDGE,20.0,1.7075,11.71303074670571,1.4270833333333357,3
Mathias Kiwanuka,2006,NYG,32,EDGE,21.0,1.3952,15.051605504587156,2.427083333333336,3
Frostee Rucker,2006,CIN,91,EDGE,6.0,0.5575,10.762331838565023,-0.0999999999999996,1
Jason Hatcher,2006,DAL,92,EDGE,6.0,0.555625,10.798650168728908,-0.0999999999999996,1
Adam Carriker,2007,STL,13,EDGE,17.0,2.569,6.617360840794084,-7.600000000000001,3
Anthony Spencer,2007,DAL,26,EDGE,19.0,1.8,10.555555555555555,0.4270833333333357,3
LaMarr Woodley,2007,PIT,46,EDGE,37.0,0.8825,41.92634560906516,21.933333333333334,0
Charles Johnson,2007,CAR,83,EDGE,14.0,0.59375,23.57894736842105,3.533333333333333,1
Ray McDonald,2007,SFO,97,EDGE,10.0,0.564375,17.718715393133998,3.9,1
Chris Long,2008,STL,2,EDGE,25.0,9.6,2.604166666666667,0.0,2
Vernon Gholston,2008,NYJ,6,EDGE,6.0,6.5,0.9230769230769232,-18.6,2
Calais Campbell,2008,ARI,50,EDGE,24.0,0.869875,27.59017100158069,8.933333333333334,0
Jason Jones,2008,TEN,54,EDGE,16.0,0.8025,19.937694704049843,4.199999999999999,0
Kendall Langford,2008,MIA,66,EDGE,25.0,0.643141,38.87172486282169,13.2,0
Tyson Jackson,2009,KAN,3,EDGE,21.0,9.8,2.142857142857143,-3.6000000000000014,2
Robert Ayers,2009,DEN,18,EDGE,13.0,2.6,5.0,-5.572916666666664,3
Connor Barwin,2009,HOU,46,EDGE,18.0,1.0025,17.955112219451372,2.9333333333333336,0
Paul Kruger,2009,BAL,57,EDGE,9.0,0.8125,11.076923076923077,-2.8000000000000007,1
Michael Johnson,2009,CIN,70,EDGE,26.0,0.653255,39.800690388898666,14.2,0
Matt Shaughnessy,2009,OAK,71,EDGE,14.0,0.650563,21.51982206181416,2.1999999999999997,1
Brandon Graham,2010,PHI,13,EDGE,8.0,3.3726,2.3720571665777146,-16.6,3
Jason Pierre-Paul,2010,NYG,15,EDGE,31.0,3.0968,10.01033324722294,6.399999999999999,3
Derrick Morgan,2010,TEN,16,EDGE,18.0,3.000002,5.999996000002667,-4.333333333333332,3
Jared Odrick,2010,MIA,28,EDGE,16.0,1.984388,8.062939304208653,-2.5729166666666643,3
Jerry Hughes,2010,IND,31,EDGE,9.0,1.941,4.636785162287481,-9.572916666666664,3
Lamarr Houston,2010,OAK,44,EDGE,27.0,1.0825,24.94226327944573,11.933333333333334,0
Jason Worilds,2010,PIT,52,EDGE,16.0,0.91875,17.41496598639456,4.199999999999999,0
Carlos Dunlap,2010,CIN,54,EDGE,19.0,0.89245,21.289708106896747,7.199999999999999,0
Mike Neal,2010,GNB,56,EDGE,7.0,0.861625,8.12418395473669,-4.800000000000001,1
Aldon Smith,2011,SFO,7,EDGE,26.0,3.596,7.230255839822024,1.3999999999999986,3
J.J. Watt,2011,HOU,11,EDGE,69.0,2.809375,24.56062291434928,44.4,0
Robert Quinn,2011,STL,14,EDGE,37.0,3.281011,11.27701187225523,12.4,2
Ryan Kerrigan,2011,WAS,16,EDGE,31.0,3.151659,9.83608950079942,8.666666666666668,3
Adrian Clayborn,2011,TAM,20,EDGE,13.0,2.052542,6.333609738558335,-5.572916666666664,3
Cameron Jordan,2011,NOR,24,EDGE,34.0,2.94008,11.564311175206116,15.427083333333336,0
Cameron Heyward,2011,PIT,31,EDGE,18.0,2.734806,6.581819697631204,-0.5729166666666643,3
Jabaal Sheard,2011,CLE,37,EDGE,25.0,1.272563,19.64539280177092,6.427083333333336,0
Da'Quan Bowers,2011,TAM,51,EDGE,7.0,0.963909,7.262096318220911,-4.800000000000001,1
Allen Bailey,2011,KAN,86,EDGE,13.0,0.667736,19.468772089568333,2.533333333333333,1
Bruce Irvin,2012,SEA,15,EDGE,23.0,2.33555,9.847787459056754,-1.6000000000000014,3
Quinton Coples,2012,NYJ,16,EDGE,18.0,2.2007,8.179215704094153,-4.333333333333332,3
Melvin Ingram,2012,SDG,18,EDGE,15.0,3.22985,4.644178522222394,-3.5729166666666643,3
Shea McClellin,2012,CHI,19,EDGE,14.0,2.06585,6.776871505675629,-4.572916666666664,3
Chandler Jones,2012,NWE,21,EDGE,32.0,3.1945,10.017217091876663,13.427083333333336,0
Whitney Mercilus,2012,HOU,26,EDGE,24.0,1.908524,12.575162795961695,5.427083333333336,3
Nick Perry,2012,GNB,28,EDGE,10.0,1.874813,5.333865297499004,-8.572916666666664,3
Vinny Curry,2012,PHI,59,EDGE,6.0,0.845458,7.096745196094897,-5.800000000000001,1
Tyrone Crawford,2012,DAL,81,EDGE,14.0,0.685063,20.43607668199859,3.533333333333333,1
Akiem Hicks,2012,NOR,89,EDGE,18.0,0.6701,26.86166243844202,7.533333333333333,0
Jake Bequette,2012,NWE,90,EDGE,0.0,0.6637,0.0,-6.1,1
Dion Jordan,2013,MIA,3,EDGE,3.0,5.143075,0.5833086237319114,-21.6,3
Ezekiel Ansah,2013,DET,5,EDGE,32.0,6.2657,5.107170786983098,7.399999999999999,2
Bjoern Werner,2013,IND,24,EDGE,10.0,1.9741,5.065599513702447,-8.572916666666664,3
Datone Jones,2013,GNB,26,EDGE,10.0,1.92915,5.183630096156339,-8.572916666666664,3
Tank Carradine,2013,SFO,40,EDGE,4.0,1.23692,3.233838890146493,-11.066666666666666,3
Margus Hunt,2013,CIN,53,EDGE,4.0,0.917775,4.3583667020783965,-7.800000000000001,1
Damontre Moore,2013,NYG,81,EDGE,4.0,0.700063,5.713771474852978,-6.466666666666667,1
Corey Lemonier,2013,SFO,88,EDGE,4.0,0.68338,5.853258801837924,-6.466666666666667,1
Jadeveon Clowney,2014,HOU,1,EDGE,30.0,7.1158,4.215970094718795,-4.0,2
DeMarcus Lawrence,2014,DAL,34,EDGE,24.0,1.376662,17.433473140102652,5.427083333333336,0
Stephon Tuitt,2014,PIT,46,EDGE,24.0,1.152361,20.826806877358745,8.933333333333334,0
Kony Ealy,2014,CAR,60,EDGE,13.0,0.886708,14.66097069159182,1.1999999999999993,1
Scott Crichton,2014,MIN,72,EDGE,2.0,0.755125,2.648568117861281,-8.466666666666667,1
Kareem Martin,2014,ARI,84,EDGE,10.0,0.71089,14.066873918609067,-0.4666666666666668,1
Will Clarke,2014,CIN,88,EDGE,6.0,0.705095,8.50949162878761,-4.466666666666667,1
Leonard Williams,2015,NYJ,6,EDGE,34.0,6.007574,5.659522462811111,9.4,2
Vic Beasley,2015,ATL,8,EDGE,27.0,3.623807,7.450727922320367,2.3999999999999986,3
Bud Dupree,2015,PIT,22,EDGE,20.0,3.690598,5.419175970940211,1.4270833333333357,3
Shane Ray,2015,DEN,23,EDGE,12.0,2.279723,5.263797399947274,-6.572916666666664,3
Shaq Thompson,2015,CAR,25,EDGE,22.0,2.202181,9.990096181921468,3.427083333333336,3
Preston Smith,2015,WAS,38,EDGE,26.0,1.444842,17.995047209314237,7.427083333333336,0
Hau'oli Kikaha,2015,NOR,44,EDGE,5.0,1.316578,3.797724099901411,-10.066666666666666,3
Nate Orchard,2015,CLE,51,EDGE,7.0,1.116576,6.269165735247757,-4.800000000000001,1
Markus Golden,2015,ARI,58,EDGE,14.0,0.979583,14.291795590572724,2.1999999999999997,1
Randy Gregory,2015,DAL,60,EDGE,5.0,0.953734,5.242551906506426,-6.800000000000001,1
Frank Clark,2015,SEA,63,EDGE,23.0,0.933057,24.650155349566,11.2,0
Owamagbe Odighizuwa,2015,NYG,74,EDGE,1.0,0.790125,1.2656225280809998,-9.466666666666669,1
Eli Harold,2015,SFO,79,EDGE,12.0,0.767843,15.6281948262861,1.5333333333333332,1
Lorenzo Mauldin,2015,NYJ,82,EDGE,4.0,0.752004,5.319120642975303,-6.466666666666667,1
Jordan Hicks,2015,PHI,84,EDGE,23.0,0.748183,30.74114220718728,12.533333333333331,0
Danielle Hunter,2015,MIN,88,EDGE,33.0,0.742431,44.44857501909269,22.53333333333333,0
Henry Anderson,2015,IND,93,EDGE,12.0,0.734294,16.34222804489755,5.9,1
Geneo Grissom,2015,NWE,97,EDGE,3.0,0.722987,4.149452203151647,-3.1,1
Joey Bosa,2016,SDG,3,EDGE,34.0,6.468418,5.2563084203896535,11.166666666666668,2
DeForest Buckner,2016,SFO,7,EDGE,40.0,4.547748,8.795562111181182,17.166666666666668,2
Leonard Floyd,2016,CHI,9,EDGE,27.0,3.945748,6.842809018720912,4.166666666666668,2
Shaq Lawson,2016,BUF,19,EDGE,12.0,2.569744,4.669725855960749,-5.0,3
Darron Lee,2016,NYJ,20,EDGE,20.0,2.555411,7.826529665873709,3.75,3
Emmanuel Ogbah,2016,CLE,32,EDGE,20.0,1.65241,12.1035336266423,6.800000000000001,3
Kevin Dodd,2016,TEN,33,EDGE,2.0,1.638076,1.2209445715583402,-11.2,3
Jaylon Smith,2016,DAL,34,EDGE,25.0,1.623743,15.39652518902314,11.8,0
Myles Jack,2016,JAX,36,EDGE,29.0,1.58361,18.31258958960856,15.8,0
Noah Spence,2016,TAM,39,EDGE,5.0,1.509078,3.313281354575443,-5.0,3
Kamalei Correa,2016,BAL,42,EDGE,10.0,1.43741,6.956957305153018,0.0,3
Jihad Ward,2016,OAK,44,EDGE,9.0,1.38495,6.498429546193004,-0.5999999999999996,3
Deion Jones,2016,ATL,52,EDGE,29.0,1.13641,25.51895882647988,19.4,0
Su'a Cravens,2016,WAS,53,EDGE,5.0,1.107743,4.513682325232478,-4.6,1
Carl Nassib,2016,CLE,65,EDGE,16.0,0.899716,17.78338942510748,6.4,0
Yannick Ngakoue,2016,JAX,69,EDGE,35.0,0.870147,40.22308874247685,25.4,0
Bronson Kaufusi,2016,BAL,70,EDGE,2.0,0.863764,2.315447274950102,-7.6,1
Shilique Calhoun,2016,OAK,75,EDGE,4.0,0.824658,4.850495599387868,-3.166666666666667,1
Jordan Jenkins,2016,NYJ,83,EDGE,25.0,0.78098,32.01106302338088,18.07142857142857,0
Kyler Fackrell,2016,GNB,88,EDGE,10.0,0.783957,12.755801657488869,3.071428571428571,1
Myles Garrett,2017,CLE,1,EDGE,39.0,7.603064,5.129510944534993,0.0,2
Solomon Thomas,2017,SFO,3,EDGE,15.0,7.038596,2.131106828691404,-7.833333333333332,2
Derek Barnett,2017,PHI,14,EDGE,19.0,3.212747,5.9139421809435975,1.0,3
Jonathan Allen,2017,WAS,17,EDGE,28.0,2.89915,9.65800320783678,10.0,3
Charles Harris,2017,MIA,22,EDGE,7.0,2.710994,2.582078750450941,-9.25,3
Takkarist McKinley,2017,ATL,26,EDGE,14.0,2.554198,5.481172563755825,-2.25,3
Taco Charlton,2017,DAL,28,EDGE,9.0,2.50716,3.589719044656105,-7.25,3
T.J. Watt,2017,PIT,30,EDGE,51.0,2.314703,22.03306428513723,34.75,0
Tyus Bowser,2017,BAL,47,EDGE,10.0,1.393877,7.174234168438105,0.4000000000000003,1
Ryan Anderson,2017,WAS,49,EDGE,5.0,1.331181,3.756063225061055,-4.6,1
DeMarcus Walker,2017,DEN,51,EDGE,7.0,1.268463,5.518489699738976,-2.6,1
Tanoh Kpassagnon,2017,KAN,59,EDGE,17.0,1.080305,15.736296693989196,7.4,0
Dawuane Smoot,2017,JAX,68,EDGE,10.0,0.961566,10.39970215253035,0.4000000000000003,1
Jordan Willis,2017,CIN,73,EDGE,6.0,0.90435,6.634599436059048,-3.6,1
Chris Wormley,2017,BAL,74,EDGE,11.0,0.889911,12.360786640461798,1.4000000000000004,1
Daeshon Hall,2017,CAR,77,EDGE,1.0,0.854188,1.1707024683090843,-6.166666666666667,1
Tim Williams,2017,BAL,78,EDGE,2.0,0.849295,2.354894353552064,-4.928571428571429,1
Tarell Basham,2017,IND,80,EDGE,10.0,0.808878,12.362803784996007,3.071428571428571,1
Derek Rivers,2017,NWE,83,EDGE,2.0,0.826224,2.4206510583086427,-4.928571428571429,1
Trey Hendrickson,2017,NOR,103,EDGE,15.0,0.793947,18.89294877365869,10.6,1
Bradley Chubb,2018,DEN,5,EDGE,20.0,6.81781,2.933493306501648,-2.833333333333332,2
Marcus Davenport,2018,NOR,14,EDGE,9.0,3.435475,2.6197250744074694,-9.0,3
Leighton Vander Esch,2018,DAL,19,EDGE,22.0,2.961946,7.427549320615568,5.0,3
Harold Landry,2018,TEN,41,EDGE,21.0,1.683423,12.474583037061986,11.0,0
Breeland Speaks,2018,KAN,46,EDGE,3.0,1.525129,1.967046721949422,-6.6,1
Uchenna Nwosu,2018,LAC,48,EDGE,10.0,1.439895,6.94495084711038,0.4000000000000003,1
Kemoko Turay,2018,IND,52,EDGE,4.0,1.304601,3.066071542180329,-5.6,1
Tyquan Lewis,2018,IND,64,EDGE,7.0,1.091514,6.413110596840718,-2.6,1
Lorenzo Carter,2018,NYG,66,EDGE,10.0,1.020871,9.795556931287106,0.4000000000000003,1
Chad Thomas,2018,CLE,67,EDGE,5.0,1.020574,4.899203781401447,-4.6,1
Fred Warner,2018,SFO,70,EDGE,36.0,0.994831,36.18705086592597,26.4,0
Jerome Baker,2018,MIA,73,EDGE,19.0,0.9523,19.951695894151,9.4,0
Sam Hubbard,2018,CIN,77,EDGE,19.0,0.9048,20.99911582670203,11.833333333333332,0
Malik Jefferson,2018,CIN,78,EDGE,2.0,0.898432,2.226100584128793,-4.928571428571429,1
Arden Key,2018,OAK,87,EDGE,5.0,0.826376,6.050514535756121,-1.9285714285714288,1
Dorian O'Daniel,2018,KAN,100,EDGE,4.0,0.830785,4.8147234242313,-0.4000000000000003,1
Nick Bosa,2019,SFO,2,EDGE,12.0,8.387967,1.4306207928571966,-10.833333333333332,2
Clelin Ferrell,2019,OAK,4,EDGE,12.0,7.840204,1.5305724187788992,-10.833333333333332,2
Brian Burns,2019,CAR,16,EDGE,12.0,3.385046,3.545003524324337,-6.0,3
Montez Sweat,2019,WAS,26,EDGE,17.0,2.910315,5.841292093811151,0.75,3
L.J. Collier,2019,SEA,29,EDGE,8.0,2.70902,2.953097430066961,-8.25,3
Zach Allen,2019,ARI,65,EDGE,5.0,1.073441,4.657917854823879,-4.6,1
Chase Winovich,2019,NWE,77,EDGE,11.0,0.956828,11.496319087652116,3.833333333333333,1
Jaylon Ferguson,2019,BAL,85,EDGE,8.0,0.913702,8.755589896924818,1.0714285714285712,1
Oshane Ximines,2019,NYG,95,EDGE,2.0,0.885695,2.2581136847334577,-2.4000000000000004,1
Chase Young,2020,WAS,2,EDGE,15.0,8.6409,1.7359302850397529,-7.833333333333332,2
K'Lavon Chaisson,2020,JAX,20,EDGE,3.0,3.336153,0.8992393334478365,-13.25,3
Yetur Gross-Matos,2020,CAR,38,EDGE,4.0,2.049707,1.9514984336785688,-6.0,3
Marlon Davidson,2020,ATL,47,EDGE,0.0,1.728094,0.0,-9.6,1
Darrell Taylor,2020,SEA,48,EDGE,0.0,1.691128,0.0,-9.6,1
A.J. Epenesa,2020,BUF,54,EDGE,2.0,1.469326,1.361168317990698,-7.6,1
Julian Okwara,2020,DET,67,EDGE,0.0,1.232835,0.0,-9.6,1
Jabari Zuniga,2020,NYJ,79,EDGE,0.0,1.166594,0.0,-6.928571428571429,1
Jonathan Greenard,2020,HOU,90,EDGE,1.0,1.118889,0.8937437046927801,-3.4000000000000004,1
Payton Turner,2021,NOR,28,EDGE,0.0,3.131184,0.0,-16.25,3
Odafe Oweh,2021,BAL,31,EDGE,0.0,2.835597,0.0,-13.2,3
Joe Tryon-Shoyinka,2021,TAM,32,EDGE,0.0,2.792811,0.0,-13.2,3
Azeez Ojulari,2021,NYG,50,EDGE,0.0,1.693729,0.0,-9.6,1
Malcolm Koonce,2021,LVR,79,EDGE,0.0,1.24949,0.0,-6.928571428571429,1
Ronnie Perkins,2021,NWE,96,EDGE,0.0,1.184498,0.0,-4.4,1
Haloti Ngata,2006,BAL,12,IDL,43.0,2.38,18.067226890756302,13.26190476190476,0
Brodrick Bunkley,2006,PHI,14,IDL,24.0,2.102333,11.415888919595517,-2.666666666666668,3
Alan Branch,2007,ARI,33,IDL,6.0,1.12625,5.327413984461709,-9.583333333333334,3
Brandon Mebane,2007,SEA,85,IDL,25.0,0.5865,42.62574595055413,13.72222222222222,0
Glenn Dorsey,2008,KAN,5,IDL,28.0,0.649,43.14329738058552,-1.7380952380952408,0
Pat Sims,2008,CIN,77,IDL,15.0,0.6183,24.2600679281902,3.722222222222221,0
B.J. Raji,2009,GNB,9,IDL,23.0,4.5,5.111111111111111,-6.738095238095241,2
Peria Jerry,2009,ATL,24,IDL,9.0,2.07,4.347826086956522,-8.318181818181817,3
Sen'Derrick Marks,2009,TEN,62,IDL,13.0,0.77425,16.790442363577657,1.2777777777777786,1
Terrance Knighton,2009,JAX,72,IDL,21.0,0.648465,32.38416876778238,9.72222222222222,0
Roy Miller,2009,TAM,81,IDL,17.0,0.63,26.984126984126984,5.722222222222221,0
Ndamukong Suh,2010,DET,2,IDL,49.0,12.0,4.083333333333333,0.0,2
Gerald McCoy,2010,TAM,3,IDL,32.0,11.0,2.909090909090909,-4.0,2
Tyson Alualu,2010,JAX,10,IDL,26.0,4.2798,6.075050235992336,-3.738095238095241,2
Dan Williams,2010,ARI,26,IDL,18.0,1.797,10.01669449081803,0.6818181818181834,3
Brian Price,2010,TAM,35,IDL,4.0,1.15125,3.4744842562432137,-11.583333333333334,3
Linval Joseph,2010,NYG,46,IDL,22.0,1.040125,21.15130392981613,6.416666666666666,0
Earl Mitchell,2010,HOU,81,IDL,12.0,0.644625,18.61547411285631,0.7222222222222214,1
Corey Peters,2010,ATL,83,IDL,25.0,0.6405,39.032006245121,13.72222222222222,0
Marcell Dareus,2011,BUF,3,IDL,40.0,5.69346,7.025604816754663,4.0,2
Nick Fairley,2011,DET,13,IDL,17.0,2.47225,6.87632723227829,-12.73809523809524,3
Corey Liuget,2011,SDG,18,IDL,28.0,2.958549,9.464098786263133,10.681818181818183,3
Phil Taylor,2011,CLE,21,IDL,20.0,2.71405,7.369060997402406,2.6818181818181834,3
Muhammad Wilkerson,2011,NYJ,30,IDL,36.0,2.7688,13.002022536839062,18.681818181818183,0
Jarvis Jenkins,2011,WAS,41,IDL,14.0,1.188396,11.780584922870828,-1.583333333333334,3
Marvin Austin,2011,NYG,52,IDL,2.0,0.94395,2.1187562900577364,-9.72222222222222,1
Stephen Paea,2011,CHI,53,IDL,16.0,0.921476,17.363447338834654,4.277777777777779,0
Terrell McClain,2011,CAR,65,IDL,7.0,0.685826,10.206670496598262,-4.722222222222221,1
Jurrell Casey,2011,TEN,77,IDL,33.0,0.68311,48.30847154923804,21.72222222222222,0
Drake Nevis,2011,IND,87,IDL,4.0,0.647278,6.179724940442901,-5.0,1
Kenrick Ellis,2011,NYJ,94,IDL,10.0,0.655625,15.252621544327932,1.0,1
Sione Fua,2011,CAR,97,IDL,5.0,0.636504,7.85541017809786,0.5,1
Dontari Poe,2012,KAN,11,IDL,38.0,3.493201,10.878274682733688,8.26190476190476,2
Fletcher Cox,2012,PHI,12,IDL,38.0,2.5603,14.842010701870876,8.26190476190476,0
Michael Brockers,2012,STL,14,IDL,28.0,2.3805,11.762234824616677,1.333333333333332,3
Derek Wolfe,2012,DEN,36,IDL,27.0,1.3017,20.74210647614657,11.416666666666666,0
Kendall Reyes,2012,SDG,49,IDL,23.0,1.031999,22.286843301204748,7.416666666666666,0
Jerel Worthy,2012,GNB,51,IDL,3.0,0.987051,3.0393566289887755,-8.722222222222221,1
Devon Still,2012,CIN,53,IDL,3.0,0.942101,3.184371951627268,-8.722222222222221,1
Mike Martin,2012,TEN,82,IDL,6.0,0.68189,8.799073164293361,-5.277777777777779,1
John Hughes,2012,CLE,87,IDL,9.0,0.661035,13.615012820803738,0.0,1
Brandon Thompson,2012,CIN,93,IDL,7.0,0.65905,10.621348911311737,-2.0,1
Sheldon Richardson,2013,NYJ,13,IDL,36.0,3.3622,10.707274998512878,6.261904761904759,2
Star Lotulelei,2013,CAR,14,IDL,28.0,3.2723,8.556672676710571,1.333333333333332,3
Sharrif Floyd,2013,MIN,23,IDL,13.0,2.96664,4.382061861230214,-4.318181818181817,3
Sylvester Williams,2013,DEN,28,IDL,23.0,1.895438,12.134398487315334,5.681818181818183,3
Kawann Short,2013,CAR,44,IDL,28.0,1.157584,24.1883094444982,12.416666666666666,0
Johnathan Hankins,2013,NYG,49,IDL,19.0,1.007675,18.85528568238768,3.416666666666666,0
Bennie Logan,2013,PHI,67,IDL,24.0,0.758108,31.65775852517056,12.27777777777778,0
John Jenkins,2013,NOR,82,IDL,11.0,0.69814,15.756152061191166,-0.2777777777777785,1
Jordan Hill,2013,SEA,87,IDL,6.0,0.691035,8.682628231565696,-3.0,1
Brandon Williams,2013,BAL,94,IDL,25.0,0.67125,37.243947858473,16.0,0
Aaron Donald,2014,STL,13,IDL,59.0,2.534125,23.28219799733636,29.26190476190476,0
Dominique Easley,2014,NWE,29,IDL,6.0,1.825888,3.2860723111165635,-11.318181818181817,3
Ra'Shede Hageman,2014,ATL,37,IDL,8.0,1.33396,5.997181324777355,-7.583333333333334,3
Timmy Jernigan,2014,BAL,48,IDL,22.0,1.095726,20.078012203780872,6.416666666666666,0
Ego Ferguson,2014,CHI,51,IDL,2.0,1.028301,1.944955805741704,-9.72222222222222,1
Jay Bromley,2014,NYG,74,IDL,5.0,0.750969,6.658064447400625,-6.277777777777779,1
Will Sutton,2014,CHI,82,IDL,8.0,0.712767,11.223864180019556,-3.2777777777777786,1
Louis Nix,2014,HOU,83,IDL,0.0,0.713813,0.0,-11.27777777777778,1
Khyri Thornton,2014,GNB,85,IDL,3.0,0.713563,4.204253864059656,-8.277777777777779,1
Danny Shelton,2015,CLE,12,IDL,19.0,2.925918,6.4936884765738485,-10.73809523809524,3
Arik Armstead,2015,SFO,17,IDL,13.0,2.460657,5.283141860080458,-4.318181818181817,3
Malcom Brown,2015,NWE,32,IDL,29.0,1.903308,15.23663011977042,11.681818181818183,0
Eddie Goldman,2015,CHI,39,IDL,24.0,1.421579,16.88263543566696,8.416666666666666,0
Jordan Phillips,2015,MIA,52,IDL,13.0,1.090727,11.918656089012192,1.2777777777777786,1
Carl Davis,2015,BAL,90,IDL,7.0,0.738084,9.484015369524336,-2.0,1
Xavier Cooper,2015,CLE,96,IDL,4.0,0.726821,5.503418310698232,-0.5,1
Sheldon Rankins,2016,NOR,12,IDL,16.0,3.200412,4.999356332872143,2.5,3
Kenny Clark,2016,GNB,27,IDL,29.0,2.340411,12.39098602766779,16.2,0
Robert Nkemdiche,2016,ARI,29,IDL,5.0,2.150148,2.325421319834728,-7.800000000000001,3
Vernon Butler,2016,CAR,30,IDL,8.0,2.099129,3.811104510489827,-4.800000000000001,3
Chris Jones,2016,KAN,37,IDL,41.0,1.55781,26.31899910772174,28.2,0
Austin Johnson,2016,TEN,43,IDL,10.0,0.6075,16.46090534979424,-2.5384615384615383,1
A'Shawn Robinson,2016,DET,46,IDL,20.0,1.30841,15.285728479605016,7.461538461538462,0
Jarran Reed,2016,SEA,49,IDL,24.0,1.222409,19.633363301480927,11.461538461538462,0
Adam Gotsis,2016,DEN,63,IDL,16.0,0.984476,16.252300716320153,3.4615384615384617,1
Maliek Collins,2016,DAL,67,IDL,27.0,0.887545,30.42099273839636,14.461538461538462,0
Jonathan Bullard,2016,CHI,72,IDL,9.0,0.85338,10.546298249314493,1.3833333333333329,1
Adolphus Washington,2016,BUF,80,IDL,9.0,0.797324,11.287757549001409,1.3833333333333329,1
Javon Hargrave,2016,PIT,89,IDL,28.0,0.778564,35.96364589166722,20.383333333333333,0
Vincent Valentine,2016,NWE,96,IDL,2.0,0.746354,2.679693550245594,-0.1666666666666665,1
